date,product,sales,promotion,holiday
2022-04-24,Vitamin_C,66,1,0
2022-04-25,Vitamin_C,67,1,0
2022-04-26,Vitamin_C,76,1,0
2022-04-27,Vitamin_C,78,1,0
2022-04-28,Vitamin_C,55,0,0
2022-04-29,Vitamin_C,56,0,0
2022-04-30,Vitamin_C,45,0,0
2022-05-01,Vitamin_C,59,0,0
2022-05-02,Vitamin_C,59,0,0
2022-05-03,Vitamin_C,58,0,0
2022-05-04,Vitamin_C,61,0,0
2022-05-05,Vitamin_C,53,0,0
2022-05-06,Vitamin_C,53,0,0
2022-05-07,Vitamin_C,50,0,0
2022-05-08,Vitamin_C,49,0,0
2022-05-09,Vitamin_C,54,0,0
2022-05-10,Vitamin_C,57,0,0
2022-05-11,Vitamin_C,57,0,0
2022-05-12,Vitamin_C,55,0,0
2022-05-13,Vitamin_C,48,0,0
2022-05-14,Vitamin_C,53,0,0
2022-05-15,Vitamin_C,48,0,0
2022-05-16,Vitamin_C,51,0,0
2022-05-17,Vitamin_C,61,0,0
2022-05-18,Vitamin_C,74,1,0
2022-05-19,Vitamin_C,73,1,0
2022-05-20,Vitamin_C,68,1,0
2022-05-21,Vitamin_C,55,0,0
2022-05-22,Vitamin_C,50,0,0
2022-05-23,Vitamin_C,63,1,0
2022-05-24,Vitamin_C,73,1,0
2022-05-25,Vitamin_C,71,1,0
2022-05-26,Vitamin_C,70,1,0
2022-05-27,Vitamin_C,52,0,0
2022-05-28,Vitamin_C,52,0,0
2022-05-29,Vitamin_C,70,1,0
2022-05-30,Vitamin_C,73,1,0
2022-05-31,Vitamin_C,81,1,0
2022-06-01,Vitamin_C,75,1,0
2022-06-02,Vitamin_C,70,1,0
2022-06-03,Vitamin_C,72,1,0
2022-06-04,Vitamin_C,58,1,0
2022-06-05,Vitamin_C,52,0,0
2022-06-06,Vitamin_C,52,0,0
2022-06-07,Vitamin_C,60,0,0
2022-06-08,Vitamin_C,55,0,0
2022-06-09,Vitamin_C,52,0,0
2022-06-10,Vitamin_C,54,0,0
2022-06-11,Vitamin_C,49,0,0
2022-06-12,Vitamin_C,48,0,0
2022-06-13,Vitamin_C,54,0,0
2022-06-14,Vitamin_C,54,0,0
2022-06-15,Vitamin_C,58,0,0
2022-06-16,Vitamin_C,55,0,0
2022-06-17,Vitamin_C,49,0,0
2022-06-18,Vitamin_C,45,0,0
2022-06-19,Vitamin_C,49,0,0
2022-06-20,Vitamin_C,52,0,0
2022-06-21,Vitamin_C,55,0,0
2022-06-22,Vitamin_C,54,0,0
2022-06-23,Vitamin_C,55,0,0
2022-06-24,Vitamin_C,49,0,0
2022-06-25,Vitamin_C,44,0,0
2022-06-26,Vitamin_C,48,0,0
2022-06-27,Vitamin_C,57,0,0
2022-06-28,Vitamin_C,55,0,0
2022-06-29,Vitamin_C,74,1,0
2022-06-30,Vitamin_C,71,1,0
2022-07-01,Vitamin_C,68,1,0
2022-07-02,Vitamin_C,47,0,0
2022-07-03,Vitamin_C,54,0,0
2022-07-04,Vitamin_C,51,0,0
2022-07-05,Vitamin_C,55,0,0
2022-07-06,Vitamin_C,51,0,0
2022-07-07,Vitamin_C,52,0,0
2022-07-08,Vitamin_C,51,0,0
2022-07-09,Vitamin_C,54,0,0
2022-07-10,Vitamin_C,47,0,0
2022-07-11,Vitamin_C,46,0,0
2022-07-12,Vitamin_C,51,0,0
2022-07-13,Vitamin_C,56,0,0
2022-07-14,Vitamin_C,56,0,0
2022-07-15,Vitamin_C,50,0,0
2022-07-16,Vitamin_C,47,0,0
2022-07-17,Vitamin_C,51,0,0
2022-07-18,Vitamin_C,48,0,0
2022-07-19,Vitamin_C,54,0,0
2022-07-20,Vitamin_C,54,0,0
2022-07-21,Vitamin_C,52,0,0
2022-07-22,Vitamin_C,45,0,0
2022-07-23,Vitamin_C,44,0,0
2022-07-24,Vitamin_C,46,0,0
2022-07-25,Vitamin_C,49,0,0
2022-07-26,Vitamin_C,53,0,0
2022-07-27,Vitamin_C,56,0,0
2022-07-28,Vitamin_C,56,0,0
2022-07-29,Vitamin_C,51,0,0
2022-07-30,Vitamin_C,47,0,0
2022-07-31,Vitamin_C,42,0,0
2022-08-01,Vitamin_C,48,0,0
2022-08-02,Vitamin_C,52,0,0
2022-08-03,Vitamin_C,52,0,0
2022-08-04,Vitamin_C,52,0,0
2022-08-05,Vitamin_C,42,0,0
2022-08-06,Vitamin_C,49,0,0
2022-08-07,Vitamin_C,49,0,0
2022-08-08,Vitamin_C,50,0,0
2022-08-09,Vitamin_C,53,0,0
2022-08-10,Vitamin_C,57,0,0
2022-08-11,Vitamin_C,53,0,0
2022-08-12,Vitamin_C,50,0,0
2022-08-13,Vitamin_C,44,0,0
2022-08-14,Vitamin_C,50,0,0
2022-08-15,Vitamin_C,75,1,0
2022-08-16,Vitamin_C,69,1,0
2022-08-17,Vitamin_C,76,1,0
2022-08-18,Vitamin_C,61,1,0
2022-08-19,Vitamin_C,61,1,0
2022-08-20,Vitamin_C,57,1,0
2022-08-21,Vitamin_C,50,1,0
2022-08-22,Vitamin_C,63,1,0
2022-08-23,Vitamin_C,56,0,0
2022-08-24,Vitamin_C,54,0,0
2022-08-25,Vitamin_C,51,0,0
2022-08-26,Vitamin_C,45,0,0
2022-08-27,Vitamin_C,46,0,0
2022-08-28,Vitamin_C,46,0,0
2022-08-29,Vitamin_C,51,0,0
2022-08-30,Vitamin_C,50,0,0
2022-08-31,Vitamin_C,57,0,0
2022-09-01,Vitamin_C,56,0,0
2022-09-02,Vitamin_C,48,0,0
2022-09-03,Vitamin_C,41,0,0
2022-09-04,Vitamin_C,41,0,0
2022-09-05,Vitamin_C,47,0,0
2022-09-06,Vitamin_C,50,0,0
2022-09-07,Vitamin_C,70,1,0
2022-09-08,Vitamin_C,71,1,0
2022-09-09,Vitamin_C,61,1,0
2022-09-10,Vitamin_C,57,1,0
2022-09-11,Vitamin_C,53,1,0
2022-09-12,Vitamin_C,65,1,0
2022-09-13,Vitamin_C,54,1,0
2022-09-14,Vitamin_C,65,1,0
2022-09-15,Vitamin_C,50,0,0
2022-09-16,Vitamin_C,46,0,0
2022-09-17,Vitamin_C,45,0,0
2022-09-18,Vitamin_C,41,0,0
2022-09-19,Vitamin_C,44,0,0
2022-09-20,Vitamin_C,53,0,0
2022-09-21,Vitamin_C,47,0,0
2022-09-22,Vitamin_C,54,0,0
2022-09-23,Vitamin_C,46,0,0
2022-09-24,Vitamin_C,47,0,0
2022-09-25,Vitamin_C,40,0,0
2022-09-26,Vitamin_C,46,0,0
2022-09-27,Vitamin_C,44,0,0
2022-09-28,Vitamin_C,50,0,0
2022-09-29,Vitamin_C,49,0,0
2022-09-30,Vitamin_C,39,0,0
2022-10-01,Vitamin_C,41,0,0
2022-10-02,Vitamin_C,38,0,0
2022-10-03,Vitamin_C,47,0,0
2022-10-04,Vitamin_C,71,1,0
2022-10-05,Vitamin_C,64,1,0
2022-10-06,Vitamin_C,71,1,0
2022-10-07,Vitamin_C,48,0,0
2022-10-08,Vitamin_C,47,0,0
2022-10-09,Vitamin_C,41,0,0
2022-10-10,Vitamin_C,45,0,0
2022-10-11,Vitamin_C,53,0,0
2022-10-12,Vitamin_C,48,0,0
2022-10-13,Vitamin_C,51,0,0
2022-10-14,Vitamin_C,45,0,0
2022-10-15,Vitamin_C,47,0,0
2022-10-16,Vitamin_C,46,0,0
2022-10-17,Vitamin_C,51,0,0
2022-10-18,Vitamin_C,50,0,0
2022-10-19,Vitamin_C,56,0,0
2022-10-20,Vitamin_C,54,0,0
2022-10-21,Vitamin_C,62,1,0
2022-10-22,Vitamin_C,56,1,0
2022-10-23,Vitamin_C,59,1,0
2022-10-24,Vitamin_C,69,1,0
2022-10-25,Vitamin_C,78,1,0
2022-10-26,Vitamin_C,79,1,0
2022-10-27,Vitamin_C,62,1,0
2022-10-28,Vitamin_C,49,0,0
2022-10-29,Vitamin_C,46,1,0
2022-10-30,Vitamin_C,57,1,0
2022-10-31,Vitamin_C,71,1,0
2022-11-01,Vitamin_C,71,1,0
2022-11-02,Vitamin_C,63,1,0
2022-11-03,Vitamin_C,79,1,0
2022-11-04,Vitamin_C,63,1,0
2022-11-05,Vitamin_C,56,1,0
2022-11-06,Vitamin_C,72,1,0
2022-11-07,Vitamin_C,77,1,0
2022-11-08,Vitamin_C,48,0,0
2022-11-09,Vitamin_C,51,0,0
2022-11-10,Vitamin_C,52,0,0
2022-11-11,Vitamin_C,47,0,0
2022-11-12,Vitamin_C,45,0,0
2022-11-13,Vitamin_C,43,0,0
2022-11-14,Vitamin_C,53,0,0
2022-11-15,Vitamin_C,53,0,0
2022-11-16,Vitamin_C,56,0,0
2022-11-17,Vitamin_C,53,0,0
2022-11-18,Vitamin_C,48,0,0
2022-11-19,Vitamin_C,47,0,0
2022-11-20,Vitamin_C,46,0,0
2022-11-21,Vitamin_C,46,0,0
2022-11-22,Vitamin_C,57,0,0
2022-11-23,Vitamin_C,57,0,0
2022-11-24,Vitamin_C,46,0,0
2022-11-25,Vitamin_C,46,0,0
2022-11-26,Vitamin_C,48,0,0
2022-11-27,Vitamin_C,41,0,0
2022-11-28,Vitamin_C,53,0,0
2022-11-29,Vitamin_C,54,0,0
2022-11-30,Vitamin_C,59,0,0
2022-12-01,Vitamin_C,53,0,0
2022-12-02,Vitamin_C,46,0,0
2022-12-03,Vitamin_C,47,0,0
2022-12-04,Vitamin_C,47,0,0
2022-12-05,Vitamin_C,48,0,0
2022-12-06,Vitamin_C,62,0,0
2022-12-07,Vitamin_C,53,0,0
2022-12-08,Vitamin_C,47,0,0
2022-12-09,Vitamin_C,54,0,0
2022-12-10,Vitamin_C,45,0,0
2022-12-11,Vitamin_C,47,0,0
2022-12-12,Vitamin_C,50,0,0
2022-12-13,Vitamin_C,54,0,0
2022-12-14,Vitamin_C,54,0,0
2022-12-15,Vitamin_C,51,0,0
2022-12-16,Vitamin_C,50,0,0
2022-12-17,Vitamin_C,46,0,0
2022-12-18,Vitamin_C,50,0,0
2022-12-19,Vitamin_C,54,0,0
2022-12-20,Vitamin_C,53,0,0
2022-12-21,Vitamin_C,58,0,0
2022-12-22,Vitamin_C,53,0,0
2022-12-23,Vitamin_C,47,0,0
2022-12-24,Vitamin_C,50,0,0
2022-12-25,Vitamin_C,48,0,0
2022-12-26,Vitamin_C,52,0,0
2022-12-27,Vitamin_C,54,0,0
2022-12-28,Vitamin_C,55,0,0
2022-12-29,Vitamin_C,61,0,0
2022-12-30,Vitamin_C,52,0,0
2022-12-31,Vitamin_C,45,0,0
2023-01-01,Vitamin_C,50,0,0
2023-01-02,Vitamin_C,57,0,0
2023-01-03,Vitamin_C,58,0,0
2023-01-04,Vitamin_C,63,0,0
2023-01-05,Vitamin_C,51,0,0
2023-01-06,Vitamin_C,46,0,0
2023-01-07,Vitamin_C,50,0,0
2023-01-08,Vitamin_C,51,0,0
2023-01-09,Vitamin_C,44,0,0
2023-01-10,Vitamin_C,56,0,0
2023-01-11,Vitamin_C,56,0,0
2023-01-12,Vitamin_C,52,0,0
2023-01-13,Vitamin_C,49,0,0
2023-01-14,Vitamin_C,52,0,0
2023-01-15,Vitamin_C,48,0,0
2023-01-16,Vitamin_C,52,0,0
2023-01-17,Vitamin_C,54,0,0
2023-01-18,Vitamin_C,64,0,0
2023-01-19,Vitamin_C,59,0,0
2023-01-20,Vitamin_C,46,0,0
2023-01-21,Vitamin_C,47,0,0
2023-01-22,Vitamin_C,53,0,0
2023-01-23,Vitamin_C,59,0,0
2023-01-24,Vitamin_C,62,0,0
2023-01-25,Vitamin_C,59,0,0
2023-01-26,Vitamin_C,52,0,0
2023-01-27,Vitamin_C,56,0,0
2023-01-28,Vitamin_C,50,0,0
2023-01-29,Vitamin_C,52,0,0
2023-01-30,Vitamin_C,69,1,0
2023-01-31,Vitamin_C,65,1,0
2023-02-01,Vitamin_C,71,1,0
2023-02-02,Vitamin_C,74,1,0
2023-02-03,Vitamin_C,59,1,0
2023-02-04,Vitamin_C,53,0,0
2023-02-05,Vitamin_C,49,0,0
2023-02-06,Vitamin_C,56,0,0
2023-02-07,Vitamin_C,61,0,0
2023-02-08,Vitamin_C,56,0,0
2023-02-09,Vitamin_C,59,0,0
2023-02-10,Vitamin_C,57,0,0
2023-02-11,Vitamin_C,51,0,0
2023-02-12,Vitamin_C,53,0,0
2023-02-13,Vitamin_C,59,0,0
2023-02-14,Vitamin_C,60,0,0
2023-02-15,Vitamin_C,61,0,0
2023-02-16,Vitamin_C,56,0,0
2023-02-17,Vitamin_C,55,0,0
2023-02-18,Vitamin_C,52,0,0
2023-02-19,Vitamin_C,55,0,0
2023-02-20,Vitamin_C,59,0,0
2023-02-21,Vitamin_C,64,0,0
2023-02-22,Vitamin_C,61,0,0
2023-02-23,Vitamin_C,53,0,0
2023-02-24,Vitamin_C,58,0,0
2023-02-25,Vitamin_C,67,1,0
2023-02-26,Vitamin_C,62,1,0
2023-02-27,Vitamin_C,80,1,0
2023-02-28,Vitamin_C,69,1,0
2023-03-01,Vitamin_C,75,1,0
2023-03-02,Vitamin_C,59,0,0
2023-03-03,Vitamin_C,54,0,0
2023-03-04,Vitamin_C,52,0,0
2023-03-05,Vitamin_C,54,0,0
2023-03-06,Vitamin_C,58,0,0
2023-03-07,Vitamin_C,63,0,0
2023-03-08,Vitamin_C,62,0,0
2023-03-09,Vitamin_C,61,0,0
2023-03-10,Vitamin_C,56,0,0
2023-03-11,Vitamin_C,52,0,0
2023-03-12,Vitamin_C,52,0,0
2023-03-13,Vitamin_C,61,0,0
2023-03-14,Vitamin_C,79,1,0
2023-03-15,Vitamin_C,71,1,0
2023-03-16,Vitamin_C,79,1,0
2023-03-17,Vitamin_C,63,1,0
2023-03-18,Vitamin_C,70,1,0
2023-03-19,Vitamin_C,52,0,0
2023-03-20,Vitamin_C,66,0,0
2023-03-21,Vitamin_C,65,0,0
2023-03-22,Vitamin_C,64,0,0
2023-03-23,Vitamin_C,64,0,0
2023-03-24,Vitamin_C,60,0,0
2023-03-25,Vitamin_C,57,0,0
2023-03-26,Vitamin_C,58,0,0
2023-03-27,Vitamin_C,58,0,0
2023-03-28,Vitamin_C,62,0,0
2023-03-29,Vitamin_C,61,0,0
2023-03-30,Vitamin_C,63,0,0
2023-03-31,Vitamin_C,68,1,0
2023-04-01,Vitamin_C,68,1,0
2023-04-02,Vitamin_C,70,1,0
2023-04-03,Vitamin_C,79,1,0
2023-04-04,Vitamin_C,87,1,0
2023-04-05,Vitamin_C,81,1,0
2023-04-06,Vitamin_C,73,1,0
2023-04-07,Vitamin_C,57,0,0
2023-04-08,Vitamin_C,54,0,0
2023-04-09,Vitamin_C,52,0,0
2023-04-10,Vitamin_C,55,0,0
2023-04-11,Vitamin_C,65,0,0
2023-04-12,Vitamin_C,61,0,0
2023-04-13,Vitamin_C,62,0,0
2023-04-14,Vitamin_C,60,0,0
2023-04-15,Vitamin_C,52,0,0
2023-04-16,Vitamin_C,61,0,0
2023-04-17,Vitamin_C,56,0,0
2023-04-18,Vitamin_C,83,1,0
2023-04-19,Vitamin_C,79,1,0
2023-04-20,Vitamin_C,82,1,0
2023-04-21,Vitamin_C,63,1,0
2023-04-22,Vitamin_C,76,1,0
2023-04-23,Vitamin_C,68,1,0
2023-04-24,Vitamin_C,61,0,0
2023-04-25,Vitamin_C,67,0,0
2023-04-26,Vitamin_C,62,0,0
2023-04-27,Vitamin_C,64,0,0
2023-04-28,Vitamin_C,54,0,0
2023-04-29,Vitamin_C,58,0,0
2023-04-30,Vitamin_C,53,0,0
2023-05-01,Vitamin_C,59,0,0
2023-05-02,Vitamin_C,64,0,0
2023-05-03,Vitamin_C,66,0,0
2023-05-04,Vitamin_C,67,0,0
2023-05-05,Vitamin_C,55,0,0
2023-05-06,Vitamin_C,57,0,0
2023-05-07,Vitamin_C,61,0,0
2023-05-08,Vitamin_C,59,0,0
2023-05-09,Vitamin_C,61,0,0
2023-05-10,Vitamin_C,58,0,0
2023-05-11,Vitamin_C,66,0,0
2023-05-12,Vitamin_C,55,0,0
2023-05-13,Vitamin_C,50,0,0
2023-05-14,Vitamin_C,50,0,0
2023-05-15,Vitamin_C,55,0,0
2023-05-16,Vitamin_C,65,0,0
2023-05-17,Vitamin_C,66,0,0
2023-05-18,Vitamin_C,62,0,0
2023-05-19,Vitamin_C,56,0,0
2023-05-20,Vitamin_C,49,0,0
2023-05-21,Vitamin_C,52,0,0
2023-05-22,Vitamin_C,55,0,0
2023-05-23,Vitamin_C,63,0,0
2023-05-24,Vitamin_C,59,0,0
2023-05-25,Vitamin_C,58,0,0
2023-05-26,Vitamin_C,55,0,0
2023-05-27,Vitamin_C,48,0,0
2023-05-28,Vitamin_C,54,0,0
2023-05-29,Vitamin_C,57,0,0
2023-05-30,Vitamin_C,65,0,0
2023-05-31,Vitamin_C,60,0,0
2023-06-01,Vitamin_C,55,0,0
2023-06-02,Vitamin_C,54,0,0
2023-06-03,Vitamin_C,49,0,0
2023-06-04,Vitamin_C,53,0,0
2023-06-05,Vitamin_C,51,0,0
2023-06-06,Vitamin_C,59,0,0
2023-06-07,Vitamin_C,59,0,0
2023-06-08,Vitamin_C,61,0,0
2023-06-09,Vitamin_C,52,0,0
2023-06-10,Vitamin_C,47,0,0
2023-06-11,Vitamin_C,52,0,0
2023-06-12,Vitamin_C,57,0,0
2023-06-13,Vitamin_C,59,0,0
2023-06-14,Vitamin_C,59,0,0
2023-06-15,Vitamin_C,56,0,0
2023-06-16,Vitamin_C,54,0,0
2023-06-17,Vitamin_C,49,0,0
2023-06-18,Vitamin_C,51,0,0
2023-06-19,Vitamin_C,58,0,0
2023-06-20,Vitamin_C,56,0,0
2023-06-21,Vitamin_C,61,0,0
2023-06-22,Vitamin_C,53,0,0
2023-06-23,Vitamin_C,54,0,0
2023-06-24,Vitamin_C,48,0,0
2023-06-25,Vitamin_C,55,0,0
2023-06-26,Vitamin_C,51,0,0
2023-06-27,Vitamin_C,61,0,0
2023-06-28,Vitamin_C,64,0,0
2023-06-29,Vitamin_C,54,0,0
2023-06-30,Vitamin_C,50,0,0
2023-07-01,Vitamin_C,47,0,0
2023-07-02,Vitamin_C,50,0,0
2023-07-03,Vitamin_C,56,0,0
2023-07-04,Vitamin_C,57,0,0
2023-07-05,Vitamin_C,56,0,0
2023-07-06,Vitamin_C,51,0,0
2023-07-07,Vitamin_C,70,1,0
2023-07-08,Vitamin_C,70,1,0
2023-07-09,Vitamin_C,63,1,0
2023-07-10,Vitamin_C,66,1,0
2023-07-11,Vitamin_C,70,1,0
2023-07-12,Vitamin_C,82,1,0
2023-07-13,Vitamin_C,69,1,0
2023-07-14,Vitamin_C,72,1,0
2023-07-15,Vitamin_C,69,1,0
2023-07-16,Vitamin_C,56,1,0
2023-07-17,Vitamin_C,73,1,0
2023-07-18,Vitamin_C,57,0,0
2023-07-19,Vitamin_C,70,1,0
2023-07-20,Vitamin_C,68,1,0
2023-07-21,Vitamin_C,61,1,0
2023-07-22,Vitamin_C,60,1,0
2023-07-23,Vitamin_C,71,1,0
2023-07-24,Vitamin_C,67,1,0
2023-07-25,Vitamin_C,70,1,0
2023-07-26,Vitamin_C,81,1,0
2023-07-27,Vitamin_C,73,1,0
2023-07-28,Vitamin_C,63,1,0
2023-07-29,Vitamin_C,47,0,0
2023-07-30,Vitamin_C,48,0,0
2023-07-31,Vitamin_C,49,0,0
2023-08-01,Vitamin_C,60,0,0
2023-08-02,Vitamin_C,52,0,0
2023-08-03,Vitamin_C,52,0,0
2023-08-04,Vitamin_C,56,0,0
2023-08-05,Vitamin_C,48,0,0
2023-08-06,Vitamin_C,49,0,0
2023-08-07,Vitamin_C,54,0,0
2023-08-08,Vitamin_C,58,1,0
2023-08-09,Vitamin_C,73,1,0
2023-08-10,Vitamin_C,72,1,0
2023-08-11,Vitamin_C,65,1,0
2023-08-12,Vitamin_C,47,0,0
2023-08-13,Vitamin_C,50,0,0
2023-08-14,Vitamin_C,56,0,0
2023-08-15,Vitamin_C,58,0,0
2023-08-16,Vitamin_C,54,0,0
2023-08-17,Vitamin_C,53,0,0
2023-08-18,Vitamin_C,48,0,0
2023-08-19,Vitamin_C,44,0,0
2023-08-20,Vitamin_C,44,0,0
2023-08-21,Vitamin_C,57,0,0
2023-08-22,Vitamin_C,56,0,0
2023-08-23,Vitamin_C,56,0,0
2023-08-24,Vitamin_C,55,0,0
2023-08-25,Vitamin_C,73,1,0
2023-08-26,Vitamin_C,66,1,0
2023-08-27,Vitamin_C,56,1,0
2023-08-28,Vitamin_C,71,1,0
2023-08-29,Vitamin_C,69,1,0
2023-08-30,Vitamin_C,81,1,0
2023-08-31,Vitamin_C,70,1,0
2023-09-01,Vitamin_C,62,1,0
2023-09-02,Vitamin_C,47,0,0
2023-09-03,Vitamin_C,50,0,0
2023-09-04,Vitamin_C,49,0,0
2023-09-05,Vitamin_C,56,0,0
2023-09-06,Vitamin_C,54,0,0
2023-09-07,Vitamin_C,62,0,0
2023-09-08,Vitamin_C,46,0,0
2023-09-09,Vitamin_C,44,0,0
2023-09-10,Vitamin_C,50,0,0
2023-09-11,Vitamin_C,50,0,0
2023-09-12,Vitamin_C,57,0,0
2023-09-13,Vitamin_C,56,0,0
2023-09-14,Vitamin_C,52,0,0
2023-09-15,Vitamin_C,46,0,0
2023-09-16,Vitamin_C,44,0,0
2023-09-17,Vitamin_C,46,0,0
2023-09-18,Vitamin_C,50,0,0
2023-09-19,Vitamin_C,52,0,0
2023-09-20,Vitamin_C,55,0,0
2023-09-21,Vitamin_C,50,0,0
2023-09-22,Vitamin_C,51,0,0
2023-09-23,Vitamin_C,49,0,0
2023-09-24,Vitamin_C,45,0,0
2023-09-25,Vitamin_C,49,0,0
2023-09-26,Vitamin_C,55,0,0
2023-09-27,Vitamin_C,59,0,0
2023-09-28,Vitamin_C,57,0,0
2023-09-29,Vitamin_C,44,0,0
2023-09-30,Vitamin_C,49,0,0
2023-10-01,Vitamin_C,47,0,0
2023-10-02,Vitamin_C,51,0,0
2023-10-03,Vitamin_C,56,0,0
2023-10-04,Vitamin_C,54,0,0
2023-10-05,Vitamin_C,56,0,0
2023-10-06,Vitamin_C,53,0,0
2023-10-07,Vitamin_C,50,0,0
2023-10-08,Vitamin_C,41,0,0
2023-10-09,Vitamin_C,50,0,0
2023-10-10,Vitamin_C,49,0,0
2023-10-11,Vitamin_C,54,0,0
2023-10-12,Vitamin_C,46,0,0
2023-10-13,Vitamin_C,50,0,0
2023-10-14,Vitamin_C,47,0,0
2023-10-15,Vitamin_C,46,0,0
2023-10-16,Vitamin_C,49,0,0
2023-10-17,Vitamin_C,56,0,0
2023-10-18,Vitamin_C,53,0,0
2023-10-19,Vitamin_C,50,0,0
2023-10-20,Vitamin_C,45,0,0
2023-10-21,Vitamin_C,46,0,0
2023-10-22,Vitamin_C,46,0,0
2023-10-23,Vitamin_C,50,0,0
2023-10-24,Vitamin_C,57,0,0
2023-10-25,Vitamin_C,59,0,0
2023-10-26,Vitamin_C,58,0,0
2023-10-27,Vitamin_C,50,0,0
2023-10-28,Vitamin_C,48,0,0
2023-10-29,Vitamin_C,48,0,0
2023-10-30,Vitamin_C,47,0,0
2023-10-31,Vitamin_C,55,0,0
2023-11-01,Vitamin_C,56,0,0
2023-11-02,Vitamin_C,52,0,0
2023-11-03,Vitamin_C,50,0,0
2023-11-04,Vitamin_C,46,0,0
2023-11-05,Vitamin_C,45,0,0
2023-11-06,Vitamin_C,52,0,0
2023-11-07,Vitamin_C,73,1,0
2023-11-08,Vitamin_C,71,1,0
2023-11-09,Vitamin_C,64,1,0
2023-11-10,Vitamin_C,61,1,0
2023-11-11,Vitamin_C,69,1,0
2023-11-12,Vitamin_C,55,1,0
2023-11-13,Vitamin_C,71,1,0
2023-11-14,Vitamin_C,58,0,0
2023-11-15,Vitamin_C,60,0,0
2023-11-16,Vitamin_C,54,0,0
2023-11-17,Vitamin_C,49,0,0
2023-11-18,Vitamin_C,52,0,0
2023-11-19,Vitamin_C,51,0,0
2023-11-20,Vitamin_C,56,0,0
2023-11-21,Vitamin_C,56,0,0
2023-11-22,Vitamin_C,61,0,0
2023-11-23,Vitamin_C,50,0,0
2023-11-24,Vitamin_C,55,0,0
2023-11-25,Vitamin_C,48,0,0
2023-11-26,Vitamin_C,50,0,0
2023-11-27,Vitamin_C,51,0,0
2023-11-28,Vitamin_C,52,0,0
2023-11-29,Vitamin_C,59,0,0
2023-11-30,Vitamin_C,58,0,0
2023-12-01,Vitamin_C,54,0,0
2023-12-02,Vitamin_C,51,0,0
2023-12-03,Vitamin_C,51,0,0
2023-12-04,Vitamin_C,51,0,0
2023-12-05,Vitamin_C,60,0,0
2023-12-06,Vitamin_C,56,0,0
2023-12-07,Vitamin_C,60,0,0
2023-12-08,Vitamin_C,52,0,0
2023-12-09,Vitamin_C,50,0,0
2023-12-10,Vitamin_C,53,0,0
2023-12-11,Vitamin_C,58,0,0
2023-12-12,Vitamin_C,61,0,0
2023-12-13,Vitamin_C,57,0,0
2023-12-14,Vitamin_C,59,0,0
2023-12-15,Vitamin_C,72,1,0
2023-12-16,Vitamin_C,64,1,0
2023-12-17,Vitamin_C,64,1,0
2023-12-18,Vitamin_C,71,1,0
2023-12-19,Vitamin_C,78,1,0
2023-12-20,Vitamin_C,80,1,0
2023-12-21,Vitamin_C,76,1,0
2023-12-22,Vitamin_C,54,0,0
2023-12-23,Vitamin_C,52,0,0
2023-12-24,Vitamin_C,54,0,0
2023-12-25,Vitamin_C,59,0,0
2023-12-26,Vitamin_C,60,0,0
2023-12-27,Vitamin_C,60,0,0
2023-12-28,Vitamin_C,60,0,0
2023-12-29,Vitamin_C,49,0,0
2023-12-30,Vitamin_C,54,0,0
2023-12-31,Vitamin_C,51,0,0
2024-01-01,Vitamin_C,56,0,0
2024-01-02,Vitamin_C,64,0,0
2024-01-03,Vitamin_C,61,0,0
2024-01-04,Vitamin_C,61,0,0
2024-01-05,Vitamin_C,58,0,0
2024-01-06,Vitamin_C,53,0,0
2024-01-07,Vitamin_C,54,0,0
2024-01-08,Vitamin_C,57,0,0
2024-01-09,Vitamin_C,62,0,0
2024-01-10,Vitamin_C,59,0,0
2024-01-11,Vitamin_C,59,0,0
2024-01-12,Vitamin_C,52,0,0
2024-01-13,Vitamin_C,50,0,0
2024-01-14,Vitamin_C,48,0,0
2024-01-15,Vitamin_C,59,0,0
2024-01-16,Vitamin_C,67,0,0
2024-01-17,Vitamin_C,62,0,0
2024-01-18,Vitamin_C,63,0,0
2024-01-19,Vitamin_C,60,0,0
2024-01-20,Vitamin_C,50,0,0
2024-01-21,Vitamin_C,52,0,0
2024-01-22,Vitamin_C,97,1,0
2024-01-23,Vitamin_C,76,1,0
2024-01-24,Vitamin_C,70,1,0
2024-01-25,Vitamin_C,71,1,0
2024-01-26,Vitamin_C,72,1,0
2024-01-27,Vitamin_C,65,1,0
2024-01-28,Vitamin_C,61,1,0
2024-01-29,Vitamin_C,73,1,0
2024-01-30,Vitamin_C,63,0,0
2024-01-31,Vitamin_C,75,1,0
2024-02-01,Vitamin_C,82,1,0
2024-02-02,Vitamin_C,73,1,0
2024-02-03,Vitamin_C,73,1,0
2024-02-04,Vitamin_C,65,1,0
2024-02-05,Vitamin_C,76,1,0
2024-02-06,Vitamin_C,70,0,0
2024-02-07,Vitamin_C,61,0,0
2024-02-08,Vitamin_C,59,0,0
2024-02-09,Vitamin_C,60,0,0
2024-02-10,Vitamin_C,59,0,0
2024-02-11,Vitamin_C,56,0,0
2024-02-12,Vitamin_C,57,0,0
2024-02-13,Vitamin_C,70,0,0
2024-02-14,Vitamin_C,63,0,0
2024-02-15,Vitamin_C,64,0,0
2024-02-16,Vitamin_C,62,0,0
2024-02-17,Vitamin_C,55,0,0
